Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
372,Thomas Robinson\robinth01,PF,25,LAL,37,401,16.6,.514,.000,.308,16.5,28.2,22.1,8.8,2.6,1.8,16.5,17.4,,0.3,0.5,0.8,.090,,-2.2,0.9,-1.3,0.1
373,Sergio Rodriguez\rodrise01,PG,30,PHI,58,1306,10.7,.479,.472,.049,1.3,10.1,5.7,35.3,1.6,0.2,19.6,19.7,,-0.6,0.9,0.3,.012,,-1.8,-2.3,-4.1,-0.7
374,Rajon Rondo\rondora01,PG,30,CHI,54,1408,12.3,.433,.219,.102,3.7,17.4,10.4,36.5,2.7,0.6,23.2,17.3,,-0.9,1.9,0.9,.031,,-2.2,1.5,-0.8,0.4
375,Derrick Rose\rosede01,PG,28,NYK,56,1824,16.6,.525,.068,.251,3.4,9.6,6.5,22.9,1.1,0.8,12.5,25.8,,1.8,0.5,2.4,.062,,-0.1,-2.1,-2.1,0.0
376,Terrence Ross\rosste01,SF,25,TOT,61,1446,14.3,.547,.523,.098,1.3,11.9,6.5,6.3,2.2,1.5,6.5,19.6,,1.5,1.4,2.9,.097,,0.7,-0.9,-0.2,0.7
377,Terry Rozier\roziete01,PG,22,BOS,60,1071,10.7,.473,.423,.157,3.4,16.0,9.7,14.5,1.6,0.8,9.3,16.6,,0.2,1.1,1.2,.055,,-2.4,-0.1,-2.5,-0.1
378,Ricky Rubio\rubiori01,PG,26,MIN,57,1840,15.6,.529,.342,.451,3.3,11.3,7.3,37.3,2.9,0.3,22.2,15.4,,2.8,1.7,4.5,.117,,1.0,-0.2,0.9,1.3
379,Damjan Rudez\rudezda01,SF,30,ORL,37,274,7.3,.500,.775,.000,2.0,7.4,4.6,9.5,2.0,0.3,10.1,12.8,,0.0,0.2,0.2,.036,,-1.9,-1.3,-3.3,-0.1
380,Brandon Rush\rushbr01,SG,31,MIN,28,545,7.3,.503,.589,.093,1.9,10.5,6.1,5.0,1.3,2.2,11.2,10.2,,0.0,0.3,0.4,.034,,-2.3,0.3,-2.0,0.0
381,D'Angelo Russell\russeda01,PG,20,LAL,48,1309,15.9,.514,.440,.211,2.2,12.8,7.3,29.0,2.4,0.9,15.7,27.1,,0.2,0.8,1.0,.037,,1.3,-1.3,0.0,0.6
382,Domantas Sabonis\sabondo01,PF,20,OKC,64,1342,7.0,.478,.348,.106,3.0,16.2,9.6,7.0,1.2,1.5,14.4,14.9,,-0.8,1.4,0.6,.021,,-4.6,-0.3,-4.8,-1.0
383,Dario Saric\saricda01,PF,22,PHI,63,1594,12.3,.499,.377,.225,6.3,21.0,13.7,13.9,1.2,0.9,14.7,23.3,,-0.8,1.5,0.7,.022,,-2.1,-0.3,-2.4,-0.2
384,Tomas Satoransky\satorto01,SG,25,WAS,46,612,8.6,.484,.256,.231,4.5,9.5,7.0,16.6,1.8,0.7,19.8,11.9,,0.1,0.5,0.6,.050,,-2.8,0.1,-2.7,-0.1
385,Dennis Schroder\schrode01,PG,23,ATL,63,1951,16.7,.543,.247,.228,1.7,8.5,5.1,35.0,1.4,0.4,15.8,27.3,,1.7,1.7,3.4,.083,,1.1,-2.0,-0.9,0.5
386,Luis Scola\scolalu01,PF,36,BRK,36,461,14.0,.550,.331,.245,11.9,20.1,16.0,12.7,1.4,0.7,16.9,18.7,,0.4,0.3,0.7,.075,,-0.7,-0.6,-1.3,0.1
387,Mike Scott\scottmi01,PF,28,ATL,18,195,6.2,.366,.466,.138,5.7,15.1,10.5,12.3,1.0,1.3,11.5,15.6,,-0.3,0.2,-0.1,-0.012,,-5.0,-0.2,-5.2,-0.2
388,Thabo Sefolosha\sefolth01,SF,32,ATL,52,1359,12.5,.527,.290,.183,3.5,14.5,9.1,9.8,3.1,1.7,11.0,13.5,,0.7,2.2,2.9,.103,,-1.5,3.0,1.4,1.2
389,Kevin Seraphin\serapke01,PF,27,IND,38,440,13.8,.548,.014,.068,9.1,19.9,14.6,7.3,0.7,3.2,12.1,17.6,,0.3,0.4,0.7,.080,,-2.9,-0.1,-2.9,-0.1
390,Ramon Sessions\sessira01,PG,30,CHO,50,811,12.2,.495,.236,.449,1.6,8.2,4.9,24.4,1.5,0.3,12.7,19.9,,0.3,0.7,1.0,.060,,-2.4,-2.1,-4.5,-0.5
391,Iman Shumpert\shumpim01,SG,26,CLE,58,1476,9.6,.545,.575,.201,2.5,10.0,6.3,8.0,1.8,1.0,12.2,13.7,,0.9,1.2,2.0,.066,,-0.6,0.2,-0.5,0.6
392,Pascal Siakam\siakapa01,PF,22,TOR,49,808,11.2,.522,.021,.171,8.2,15.4,11.8,2.8,1.5,4.5,13.4,12.8,,0.4,1.0,1.3,.080,,-2.9,1.7,-1.2,0.2
393,Jonathon Simmons\simmojo02,SG,27,SAS,59,1047,10.4,.512,.224,.329,1.8,12.2,7.1,12.7,1.8,1.9,14.3,18.0,,0.0,1.7,1.6,.075,,-2.8,1.3,-1.5,0.1
394,Kyle Singler\singlky01,SF,28,OKC,28,285,4.1,.493,.473,.200,1.6,10.8,6.2,2.4,0.5,0.8,15.5,10.6,,-0.1,0.2,0.0,.007,,-5.5,-1.9,-7.5,-0.4
395,Marcus Smart\smartma01,PG,22,BOS,62,1914,12.2,.496,.431,.336,3.5,10.5,7.0,21.0,2.7,1.0,15.8,18.5,,0.5,2.1,2.6,.065,,-1.0,0.9,-0.1,0.9
396,Ish Smith\smithis01,PG,28,DET,63,1478,14.2,.471,.146,.139,1.1,12.2,6.5,32.6,1.7,1.5,13.5,19.1,,0.5,1.7,2.3,.074,,-1.5,0.5,-1.0,0.4
397,J.R. Smith\smithjr01,SG,31,CLE,21,607,7.8,.481,.750,.049,1.5,6.5,4.1,6.0,2.1,1.2,7.4,14.7,,-0.1,0.5,0.4,.033,,-0.8,-0.3,-1.1,0.1
398,Jason Smith\smithja02,C,30,WAS,56,746,13.5,.593,.102,.177,8.2,19.4,13.9,4.1,1.1,4.4,15.3,16.9,,0.6,1.0,1.6,.104,,-2.8,0.7,-2.1,0.0
399,Tony Snell\snellto01,SG,25,MIL,62,1789,9.4,.601,.670,.100,1.2,11.9,6.7,5.8,1.0,0.7,8.8,11.8,,1.6,0.9,2.5,.067,,0.2,-1.1,-0.9,0.5
400,Marreese Speights\speigma01,C,29,LAC,64,1025,18.5,.583,.496,.284,7.7,23.6,15.8,8.0,1.0,2.5,8.8,24.3,,2.3,1.3,3.6,.168,,2.0,-1.1,0.9,0.7
401,Nik Stauskas\stausni01,SG,23,PHI,61,1650,9.3,.555,.549,.236,0.9,10.4,5.7,12.0,1.0,1.3,15.0,15.7,,0.4,1.0,1.4,.040,,-1.6,-0.6,-2.2,-0.1
402,Lance Stephenson\stephla01,SG,26,TOT,11,227,9.4,.491,.158,.132,1.4,12.1,6.7,23.8,0.4,0.4,15.7,18.6,,-0.1,0.1,0.1,.011,,-3.9,-2.2,-6.1,-0.2
403,Jarnell Stokes\stokeja01,PF,23,DEN,2,7,31.7,.798,.000,2.000,15.8,16.0,15.9,40.8,7.0,0.0,0.0,11.4,,0.1,0.0,0.1,.475,,11.9,3.5,15.3,0.0
404,Diamond Stone\stonedi01,C,19,LAC,7,24,-1.2,.339,.000,.308,4.7,22.7,13.9,0.0,0.0,3.4,11.9,31.1,,-0.1,0.0,-0.1,-0.210,,-17.1,-6.9,-24.0,-0.1
405,Rodney Stuckey\stuckro01,PG,30,IND,32,587,12.0,.516,.239,.455,1.2,12.1,6.8,17.7,1.4,0.0,14.1,22.7,,0.0,0.4,0.4,.033,,-2.4,-2.2,-4.6,-0.4
406,Jared Sullinger\sullija01,PF,24,TOR,11,118,5.6,.359,.375,.167,9.5,16.4,12.9,3.7,1.7,0.7,7.2,21.0,,-0.2,0.1,-0.1,-0.046,,-5.2,-2.8,-8.0,-0.2
407,Walter Tavares\tavarwa01,C,24,ATL,1,4,13.2,.532,.000,2.000,0.0,27.2,13.8,0.0,0.0,0.0,0.0,20.5,,0.0,0.0,0.0,-0.048,,-8.0,-7.2,-15.1,0.0
408,Jeff Teague\teaguje01,PG,28,IND,64,2071,19.4,.572,.259,.481,1.6,12.8,7.3,37.5,2.0,1.2,17.0,22.1,,4.3,2.0,6.3,.146,,2.3,-0.3,2.0,2.1
409,Mirza Teletovic\teletmi01,PF,31,MIL,53,824,8.6,.516,.730,.124,1.4,15.1,8.4,6.4,0.5,1.1,9.3,19.6,,-0.1,0.4,0.3,.017,,-1.5,-3.5,-5.1,-0.6
410,Garrett Temple\templga01,SG,30,SAC,51,1351,11.4,.558,.512,.205,2.3,9.7,6.0,13.1,2.4,1.5,13.1,13.5,,1.0,1.1,2.1,.076,,-0.2,0.5,0.3,0.8
411,Jason Terry\terryja01,SG,39,MIL,55,987,8.5,.571,.726,.103,1.4,6.9,4.2,10.2,1.7,1.3,11.2,9.4,,0.8,0.6,1.4,.068,,-0.6,-0.7,-1.3,0.2
412,Isaiah Thomas\thomais02,PG,27,BOS,61,2092,26.8,.620,.427,.443,1.8,6.9,4.3,33.5,1.3,0.3,10.2,34.4,,9.1,1.2,10.3,.237,,9.0,-3.5,5.5,4.0
413,Lance Thomas\thomala01,PF,28,NYK,40,807,7.8,.504,.332,.209,3.3,11.0,7.2,4.5,1.3,0.4,9.1,13.5,,0.3,0.3,0.6,.035,,-2.4,-1.6,-4.0,-0.4
414,Hollis Thompson\thompho01,SG,25,TOT,39,738,7.9,.486,.469,.148,2.5,13.2,7.8,6.7,1.3,0.7,5.0,13.0,,0.1,0.6,0.7,.047,,-2.8,-0.5,-3.2,-0.2
415,Klay Thompson\thompkl01,SG,26,GSW,62,2119,16.4,.584,.463,.169,2.3,9.0,5.8,9.2,1.1,1.1,8.6,25.7,,2.8,2.2,4.9,.112,,1.7,-2.3,-0.6,0.7
416,Tristan Thompson\thomptr01,C,25,CLE,62,1877,15.2,.581,.008,.513,14.1,21.1,17.7,4.6,0.8,3.0,10.7,11.4,,3.9,2.0,5.9,.151,,-0.2,1.6,1.5,1.6
417,Marcus Thornton\thornma01,SG,29,WAS,33,575,10.4,.494,.381,.129,4.3,10.5,7.4,9.9,1.6,0.4,10.1,18.8,,0.1,0.5,0.6,.046,,-1.8,-1.5,-3.3,-0.2
418,Mike Tobey\tobeymi01,C,22,CHO,2,25,-0.1,.250,.000,.000,8.7,4.3,6.5,5.4,0.0,0.0,20.0,8.9,,0.0,0.0,0.0,-0.064,,-7.4,-1.2,-8.6,0.0
419,Anthony Tolliver\tollian01,PF,31,SAC,52,1217,10.3,.577,.664,.225,4.4,14.6,9.5,6.9,1.3,0.9,12.8,13.1,,1.0,0.7,1.7,.068,,-0.3,-0.7,-1.0,0.3
420,Axel Toupane\toupaax01,SF,24,MIL,2,6,-9.9,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,,0.0,0.0,0.0,-0.192,,-9.0,-3.5,-12.5,0.0
421,Karl-Anthony Towns\townska01,C,21,MIN,63,2309,25.0,.602,.184,.289,11.4,27.4,19.3,14.0,0.9,3.3,11.8,27.4,,6.7,2.7,9.4,.195,,4.0,0.9,4.9,4.0
422,P.J. Tucker\tuckepj01,SF,31,TOT,64,1814,10.6,.517,.373,.219,6.1,17.2,11.5,6.0,2.5,0.8,11.6,11.3,,1.2,1.6,2.8,.074,,-0.6,1.5,0.8,1.3
423,Evan Turner\turneev01,SG,28,POR,50,1311,12.2,.504,.222,.184,2.3,14.0,8.1,19.3,1.6,1.1,14.2,18.8,,0.3,0.7,1.0,.036,,-1.9,-0.6,-2.6,-0.2
424,Myles Turner\turnemy01,C,20,IND,63,1943,18.9,.594,.144,.366,5.8,19.5,12.8,6.4,1.5,5.9,9.5,20.3,,3.4,2.8,6.2,.154,,-0.1,2.3,2.3,2.1
425,Beno Udrih\udrihbe01,PG,34,DET,30,420,15.3,.527,.187,.173,1.3,8.9,5.0,32.5,0.8,0.0,12.9,19.6,,0.6,0.3,0.9,.104,,-0.6,-2.6,-3.2,-0.1
426,Tyler Ulis\ulisty01,PG,21,PHO,43,467,12.8,.484,.133,.156,1.9,6.8,4.3,27.2,3.0,0.2,15.9,19.9,,0.0,0.3,0.3,.033,,-2.2,-2.0,-4.2,-0.3
427,Jonas Valanciunas\valanjo01,C,24,TOR,62,1628,19.7,.597,.000,.320,12.3,29.1,20.6,4.5,0.9,2.4,12.3,19.9,,3.7,2.1,5.8,.171,,-0.7,-0.5,-1.1,0.4
428,Denzel Valentine\valende01,SG,23,CHI,39,549,6.5,.477,.734,.063,0.8,14.9,7.7,8.9,1.9,0.4,16.0,15.4,,-0.5,0.6,0.1,.008,,-3.0,-0.5,-3.6,-0.2
429,Fred VanVleet\vanvlfr01,PG,22,TOR,25,170,14.1,.476,.268,.183,2.0,14.1,8.0,18.0,3.3,0.5,7.3,21.7,,0.1,0.2,0.3,.093,,-1.0,-0.5,-1.5,0.0
430,Anderson Varejao\varejan01,C,34,GSW,14,92,9.4,.478,.000,.786,15.2,16.8,16.1,12.9,1.6,2.6,29.8,12.5,,0.0,0.1,0.2,.095,,-3.2,2.4,-0.7,0.0
431,Greivis Vasquez\vasqugr01,PG,30,BRK,3,39,4.1,.376,.375,.375,0.0,5.4,2.7,17.4,1.2,1.9,9.7,11.3,,0.0,0.0,0.0,-0.013,,-5.6,-2.0,-7.6,-0.1
432,Rashad Vaughn\vaughra01,SG,20,MIL,29,305,7.7,.451,.590,.020,0.4,12.7,6.6,5.1,2.1,1.7,6.5,16.0,,-0.3,0.3,0.0,.001,,-3.6,-1.4,-5.0,-0.2
433,Noah Vonleh\vonleno01,PF,21,POR,54,743,8.7,.473,.116,.295,10.8,22.9,16.8,2.8,1.2,2.0,18.0,14.1,,-0.3,0.6,0.3,.018,,-5.2,-1.0,-6.2,-0.8
434,Nikola Vucevic\vucevni01,C,26,ORL,59,1689,18.8,.501,.070,.166,8.2,30.7,19.2,16.6,1.7,2.8,10.6,24.8,,0.5,2.6,3.1,.087,,-1.6,2.5,0.9,1.2
435,Sasha Vujacic\vujacsa01,SG,32,NYK,30,235,8.4,.462,.582,.224,1.4,13.7,7.5,13.5,1.9,0.7,12.0,15.3,,0.0,0.2,0.1,.028,,-2.6,-1.5,-4.1,-0.1
436,Dwyane Wade\wadedw01,SG,35,CHI,53,1619,19.4,.509,.151,.298,3.8,12.9,8.3,23.2,2.5,1.8,10.7,29.7,,1.3,2.0,3.3,.098,,1.1,0.6,1.6,1.5
437,Dion Waiters\waitedi01,SG,25,MIA,42,1274,14.4,.501,.319,.181,1.5,10.8,6.1,23.8,1.5,1.2,12.1,26.5,,0.1,1.4,1.4,.054,,-0.1,-0.8,-0.9,0.4
438,Kemba Walker\walkeke02,PG,26,CHO,63,2185,21.4,.575,.393,.262,1.9,10.9,6.4,28.9,1.7,0.7,10.2,28.9,,4.7,2.2,6.9,.151,,5.2,-1.2,4.0,3.3
439,John Wall\walljo01,PG,26,WAS,61,2239,22.8,.536,.189,.349,2.6,11.2,6.9,47.2,2.7,1.5,16.7,30.4,,4.1,2.7,6.8,.146,,3.4,0.6,4.0,3.4
440,Taurean Waller-Prince\princta02,SF,22,ATL,41,485,9.0,.492,.346,.309,3.5,17.3,10.5,8.1,2.2,2.1,17.2,16.8,,-0.3,0.7,0.4,.040,,-4.7,1.3,-3.4,-0.2
441,T.J. Warren\warretj01,SF,23,PHO,51,1505,14.6,.527,.140,.182,6.0,10.4,8.1,5.6,1.8,1.2,5.6,19.2,,1.9,0.8,2.7,.085,,-0.1,-0.9,-1.0,0.4
442,C.J. Watson\watsocj01,PG,32,ORL,50,822,9.8,.520,.400,.305,1.4,8.2,4.7,15.7,2.3,0.2,14.7,13.6,,0.3,0.6,1.0,.056,,-2.4,-0.6,-2.9,-0.2
443,Briante Weber\weberbr01,PG,24,TOT,8,48,7.5,.432,.214,.357,0.0,8.6,4.6,13.3,3.0,1.7,15.6,17.2,,-0.1,0.1,0.0,.013,,-6.1,0.3,-5.8,0.0
444,David West\westda01,PF,36,GSW,50,586,16.4,.567,.024,.246,6.0,19.2,13.0,24.8,2.5,3.7,20.9,17.2,,0.7,1.2,1.9,.153,,-1.6,3.5,1.9,0.6
445,Russell Westbrook\westbru01,PG,28,OKC,64,2230,30.2,.548,.278,.444,5.6,27.5,16.6,56.0,2.3,0.8,15.7,42.3,,6.3,3.5,9.7,.210,,10.3,4.3,14.5,9.3
446,Okaro White\whiteok01,PF,24,MIA,21,337,8.7,.543,.381,.317,6.1,13.8,9.9,6.1,1.0,1.9,15.3,11.2,,0.2,0.4,0.6,.087,,-2.4,1.0,-1.5,0.0
447,Isaiah Whitehead\whiteis01,PG,21,BRK,55,1203,7.3,.486,.275,.200,1.7,10.1,5.9,19.2,1.2,1.6,21.5,19.0,,-1.5,0.5,-1.0,-0.040,,-4.7,-0.9,-5.6,-1.1
448,Hassan Whiteside\whiteha01,C,27,MIA,60,1968,21.6,.571,.000,.364,12.0,35.4,23.6,3.4,1.2,5.0,12.4,22.3,,2.6,4.2,6.7,.164,,-2.7,1.5,-1.2,0.4
449,Andrew Wiggins\wiggian01,SF,21,MIN,63,2340,16.8,.539,.187,.343,4.0,8.9,6.4,11.3,1.4,0.8,9.8,28.5,,2.8,1.2,4.0,.081,,0.4,-2.4,-2.0,0.0
450,C.J. Wilcox\wilcocj01,SG,26,ORL,17,78,4.7,.402,.684,.105,2.7,10.1,6.3,16.2,0.6,1.0,20.1,14.1,,-0.1,0.0,-0.1,-0.046,,-5.3,-1.9,-7.2,-0.1
451,Alan Williams\willial03,PF,24,PHO,30,344,21.3,.569,.000,.369,17.3,30.0,23.5,4.3,2.0,5.0,12.7,21.2,,0.6,0.5,1.1,.154,,-1.4,0.4,-0.9,0.1
452,Deron Williams\willide01,PG,32,TOT,44,1255,14.8,.527,.394,.184,1.2,9.5,5.2,39.0,1.1,0.2,16.6,23.2,,1.1,0.8,2.0,.076,,0.7,-2.3,-1.6,0.1
453,Derrick Williams\willide02,PF,25,TOT,36,643,11.5,.534,.381,.401,3.2,15.7,9.5,5.3,1.1,0.9,9.5,18.1,,0.3,0.6,0.9,.071,,-2.2,-1.5,-3.7,-0.3
454,Lou Williams\willilo02,SG,30,TOT,65,1566,23.3,.603,.448,.460,1.1,9.2,5.0,21.9,2.2,0.8,11.4,30.2,,4.7,0.8,5.5,.169,,5.2,-3.2,2.0,1.6
455,Marvin Williams\willima02,PF,30,CHO,58,1714,13.0,.545,.512,.201,3.9,17.3,10.6,6.5,1.2,2.0,7.3,16.9,,1.5,2.0,3.5,.098,,-0.5,0.3,-0.2,0.8
456,Reggie Williams\willire02,SF,30,NOP,6,79,11.7,.518,.478,.304,2.6,5.4,4.0,7.4,1.9,0.0,0.0,14.6,,0.1,0.1,0.2,.100,,-0.9,-1.6,-2.6,0.0
457,Troy Williams\willitr02,SF,22,MEM,24,418,7.7,.477,.336,.205,1.6,11.0,6.1,7.2,3.0,2.1,16.9,17.3,,-0.6,0.6,0.1,.006,,-4.6,1.6,-3.0,-0.1
458,Kyle Wiltjer\wiltjky01,PF,24,HOU,9,29,4.4,.460,1.000,.200,11.4,15.3,13.3,0.0,0.0,2.8,21.6,20.4,,-0.1,0.0,0.0,-0.064,,-5.8,-6.4,-12.2,-0.1
459,Justise Winslow\winslju01,SF,20,MIA,18,625,8.3,.399,.156,.209,4.0,12.6,8.3,15.6,2.2,0.8,11.8,19.8,,-0.9,0.8,-0.1,-0.009,,-4.0,1.3,-2.7,-0.1
460,Jeff Withey\witheje01,C,26,UTA,35,276,18.3,.589,.016,.500,13.4,19.5,16.5,2.3,1.7,6.8,11.4,14.9,,0.6,0.6,1.2,.203,,-2.0,3.1,1.2,0.2
461,Christian Wood\woodch01,PF,21,CHO,8,58,10.9,.477,.455,.545,11.2,18.6,14.9,4.9,0.9,5.9,18.0,12.8,,0.0,0.1,0.1,.079,,-4.2,2.1,-2.1,0.0
462,Metta World Peace\artesro01,SF,37,LAL,18,81,0.3,.286,.571,.286,3.9,8.3,6.0,8.4,1.8,2.0,8.7,18.2,,-0.3,0.0,-0.2,-0.132,,-6.8,-2.1,-8.9,-0.1
463,Brandan Wright\wrighbr03,PF,29,MEM,10,146,20.5,.596,.018,.214,10.6,12.9,11.7,3.9,1.1,3.9,4.7,19.9,,0.4,0.2,0.5,.174,,-0.2,-0.5,-0.7,0.0
464,Delon Wright\wrighde01,PG,24,TOR,9,143,14.5,.571,.343,.571,3.1,7.2,5.1,10.9,2.1,3.6,10.2,15.2,,0.2,0.1,0.4,.132,,0.1,0.7,0.7,0.1
465,James Young\youngja01,SG,21,BOS,25,200,10.3,.561,.574,.130,3.4,10.0,6.7,2.9,2.0,0.4,6.5,13.6,,0.1,0.2,0.3,.076,,-1.7,-1.6,-3.3,-0.1
466,Joe Young\youngjo01,PG,24,IND,27,124,11.2,.426,.343,.194,0.9,11.5,6.3,18.3,1.6,0.0,5.2,27.7,,-0.2,0.1,-0.1,-0.029,,-3.2,-4.0,-7.2,-0.2
467,Nick Young\youngni01,SG,31,LAL,57,1489,14.6,.595,.664,.148,1.8,7.9,4.7,5.9,1.2,0.8,5.0,19.5,,3.1,0.2,3.3,.106,,3.0,-3.4,-0.4,0.6
468,Thaddeus Young\youngth01,PF,28,IND,56,1689,14.5,.565,.216,.135,5.7,16.1,11.0,8.3,2.8,1.3,13.0,16.6,,1.0,2.2,3.2,.091,,-0.2,1.7,1.5,1.5
469,Cody Zeller\zelleco01,PF,24,CHO,44,1189,16.9,.606,.003,.459,9.5,16.8,13.2,9.0,1.5,3.1,11.7,16.4,,2.4,1.6,4.0,.160,,-0.2,2.1,1.9,1.2
470,Tyler Zeller\zellety01,C,27,BOS,41,443,13.0,.497,.008,.206,9.9,17.6,13.7,12.4,0.8,3.5,10.6,16.1,,0.4,0.5,0.9,.093,,-3.2,1.1,-2.1,0.0
471,Stephen Zimmerman\zimmest01,C,20,ORL,12,56,8.2,.344,.000,.059,7.7,26.0,16.6,5.2,1.8,1.4,5.4,14.6,,-0.1,0.1,0.0,-0.009,,-7.9,0.1,-7.7,-0.1
472,Paul Zipser\zipsepa01,SF,22,CHI,27,436,6.6,.496,.464,.245,2.2,14.0,8.0,4.3,0.9,1.1,13.5,14.1,,-0.1,0.4,0.2,.024,,-3.9,-1.0,-4.8,-0.3
473,Ivica Zubac\zubaciv01,C,19,LAL,27,380,15.1,.516,.007,.213,8.0,21.5,14.5,6.8,1.2,4.9,12.0,19.7,,0.1,0.3,0.4,.055,,-4.1,0.5,-3.7,-0.2
