Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
369,Julyan Stone\stoneju01,SG,29,CHO,2,18,14.8,.750,1.000,.000,0.0,28.6,14.5,16.4,5.4,0.0,33.3,14.5,"",0.0,0.0,0.1,.138,"",0.4,4.6,5.0,0.0
370,Caleb Swanigan\swanica01,PF,20,POR,7,82,8.4,.397,.143,.286,12.0,20.2,16.1,12.8,1.8,1.0,18.2,20.2,"",-0.1,0.1,0.0,.016,"",-4.2,1.2,-3.1,0.0
371,Jayson Tatum\tatumja01,SF,19,BOS,12,357,17.7,.647,.327,.462,4.3,17.2,10.8,9.7,1.3,2.5,13.8,17.7,"",0.8,0.8,1.6,.215,"",1.0,2.7,3.7,0.5
372,Isaiah Taylor\taylois01,PG,23,ATL,9,141,13.5,.558,.159,.318,0.8,9.2,4.9,23.5,1.7,1.9,18.0,18.8,"",0.1,0.1,0.1,.050,"",-2.1,-1.7,-3.8,-0.1
373,Jeff Teague\teaguje01,PG,29,MIN,11,364,15.7,.528,.311,.336,1.6,9.4,5.4,35.7,2.5,0.7,20.4,20.8,"",0.4,0.2,0.6,.074,"",1.4,-1.6,-0.2,0.2
374,Mirza Teletovic\teletmi01,PF,32,MIL,10,159,13.9,.623,.789,.000,2.3,15.1,8.8,9.3,1.2,0.6,10.9,18.5,"",0.2,0.0,0.2,.068,"",2.4,-3.5,-1.1,0.0
375,Garrett Temple\templga01,SG,31,SAC,9,219,12.0,.578,.633,.183,1.0,9.8,5.3,10.4,2.8,0.9,15.6,15.7,"",0.1,0.2,0.3,.066,"",0.3,0.0,0.2,0.1
376,Milos Teodosic\teodomi01,PG,30,LAC,2,32,9.0,.458,.583,.000,0.0,3.4,1.7,36.7,0.0,2.7,20.0,20.1,"",0.0,0.0,0.0,.015,"",-2.2,-6.2,-8.4,-0.1
377,Jason Terry\terryja01,SG,40,MIL,4,34,2.1,.145,.833,.333,0.0,10.6,5.3,10.6,4.4,0.0,12.7,10.6,"",-0.1,0.0,-0.1,-0.118,"",-6.1,0.4,-5.7,0.0
378,Daniel Theis\theisda01,C,25,BOS,11,149,14.4,.640,.111,.389,13.9,17.7,15.8,5.3,1.0,5.0,24.9,16.5,"",0.2,0.3,0.5,.168,"",-2.0,3.4,1.4,0.1
379,Lance Thomas\thomala01,PF,29,NYK,9,140,7.9,.527,.344,.219,6.0,15.6,11.0,3.8,0.4,0.0,12.5,12.4,"",0.1,0.0,0.1,.039,"",-1.4,-2.2,-3.6,-0.1
380,Klay Thompson\thompkl01,SG,27,GSW,12,399,18.7,.630,.485,.036,1.5,11.2,6.7,12.1,0.9,2.2,10.0,23.8,"",0.8,0.3,1.1,.135,"",3.3,-2.1,1.3,0.3
381,Tristan Thompson\thomptr01,C,26,CLE,8,173,9.9,.567,.000,.423,10.7,21.6,16.2,2.3,0.3,2.0,16.3,9.3,"",0.2,0.0,0.2,.045,"",-2.5,-1.8,-4.2,-0.1
382,Sindarius Thornwell\thornsi01,SG,23,LAC,10,111,9.2,.481,.188,.531,4.9,4.8,4.9,7.8,2.2,2.3,13.2,17.6,"",0.0,0.1,0.1,.044,"",-2.0,-0.3,-2.3,0.0
383,Anthony Tolliver\tollian01,PF,32,DET,8,145,15.6,.572,.780,.390,6.0,11.7,8.7,9.4,1.7,1.8,5.9,15.4,"",0.4,0.2,0.5,.176,"",3.1,0.8,3.9,0.2
384,Karl-Anthony Towns\townska01,C,22,MIN,11,355,25.0,.639,.233,.346,9.1,30.8,19.8,5.9,0.8,4.6,12.0,25.2,"",1.1,0.3,1.5,.198,"",2.9,-0.6,2.3,0.4
385,P.J. Tucker\tuckepj01,SF,32,HOU,11,320,7.4,.485,.776,.190,3.9,18.7,11.3,6.4,2.3,1.1,17.1,10.3,"",0.0,0.5,0.4,.064,"",-1.9,2.3,0.4,0.2
386,Evan Turner\turneev01,SF,29,POR,11,320,10.6,.511,.227,.307,2.4,14.1,8.3,15.6,1.7,2.4,19.4,16.6,"",0.0,0.5,0.5,.076,"",-2.1,2.3,0.1,0.2
387,Myles Turner\turnemy01,C,21,IND,5,144,20.0,.550,.203,.390,7.7,26.9,17.3,4.1,1.0,6.5,8.0,22.5,"",0.2,0.2,0.4,.146,"",-1.5,0.3,-1.2,0.0
388,Ekpe Udoh\udohek01,C,30,UTA,11,151,15.8,.525,.000,.611,11.0,9.3,10.1,11.6,2.3,10.1,11.6,7.6,"",0.3,0.3,0.6,.182,"",-0.9,7.7,6.8,0.3
389,Tyler Ulis\ulisty01,PG,22,PHO,11,221,8.7,.420,.179,.274,1.8,4.3,3.0,28.0,1.9,0.0,16.8,21.2,"",-0.3,0.0,-0.3,-0.059,"",-3.8,-4.1,-7.9,-0.3
390,Jonas Valanciunas\valanjo01,C,25,TOR,6,123,22.8,.693,.049,.488,11.3,30.8,21.1,2.6,1.2,1.4,10.8,19.8,"",0.5,0.2,0.7,.257,"",1.8,-1.8,0.0,0.1
391,Denzel Valentine\valende01,SG,24,CHI,9,238,11.9,.504,.564,.032,2.1,16.5,9.2,14.1,1.7,0.4,10.3,19.6,"",0.0,0.3,0.3,.063,"",-0.8,0.3,-0.4,0.1
392,Fred VanVleet\vanvlfr01,PG,23,TOR,10,125,10.1,.428,.333,.190,1.9,6.4,4.2,22.3,1.9,2.7,13.3,18.3,"",0.0,0.1,0.1,.036,"",-2.1,-0.4,-2.5,0.0
393,Rashad Vaughn\vaughra01,SG,21,MIL,5,52,13.5,.583,.556,.000,0.0,6.9,3.5,8.5,1.9,1.7,5.3,16.8,"",0.1,0.0,0.1,.064,"",0.5,-3.2,-2.7,0.0
394,Noah Vonleh\vonleno01,PF,22,POR,4,74,6.4,.455,.000,.455,10.4,20.9,15.6,1.9,0.7,3.4,27.5,10.6,"",-0.1,0.1,0.1,.043,"",-5.6,1.5,-4.0,0.0
395,Nikola Vucevic\vucevni01,C,27,ORL,11,340,21.3,.595,.294,.104,3.3,23.1,13.4,16.1,1.7,2.5,10.5,24.2,"",0.6,0.6,1.2,.170,"",2.4,1.7,4.2,0.5
396,Dwyane Wade\wadedw01,SG,36,CLE,10,227,14.0,.472,.157,.191,3.0,12.0,7.6,26.6,1.5,3.4,13.5,21.4,"",0.1,0.0,0.1,.027,"",-2.1,-1.0,-3.1,-0.1
397,Dion Waiters\waitedi01,SG,26,MIA,9,286,11.8,.522,.369,.123,0.8,9.7,5.4,18.1,1.4,0.8,16.5,25.2,"",-0.2,0.2,0.0,.008,"",-1.9,-1.2,-3.1,-0.1
398,Kemba Walker\walkeke02,PG,27,CHO,11,375,22.7,.604,.371,.431,1.4,8.5,5.0,30.9,1.2,0.7,12.0,26.1,"",1.4,0.3,1.6,.206,"",5.5,-1.4,4.1,0.6
399,John Wall\walljo01,PG,27,WAS,9,322,20.4,.512,.236,.534,1.0,9.5,5.2,47.6,1.6,2.6,16.1,28.7,"",0.5,0.2,0.8,.113,"",2.0,-1.1,0.9,0.2
400,Taurean Waller-Prince\princta02,SF,23,ATL,11,342,10.8,.519,.312,.109,1.5,17.0,9.2,11.4,1.8,1.0,16.7,22.0,"",-0.3,0.2,-0.1,-0.014,"",-2.9,-0.7,-3.5,-0.1
401,Derrick Walton\waltode01,PG,22,MIA,1,1,11.9,"","","",0.0,100.0,55.2,0.0,0.0,0.0,"",0.0,"",0.0,0.0,0.0,.171,"",-16.4,-3.5,-19.9,0.0
402,T.J. Warren\warretj01,SF,24,PHO,12,334,18.7,.516,.092,.299,7.2,16.1,11.5,7.3,1.1,2.5,7.1,26.3,"",0.4,0.1,0.5,.075,"",-0.9,-2.3,-3.2,-0.1
403,David West\westda01,C,37,GSW,11,127,28.1,.719,.080,.160,11.4,12.8,12.1,14.5,2.6,9.8,18.3,22.2,"",0.4,0.2,0.6,.243,"",3.7,4.8,8.5,0.3
404,Russell Westbrook\westbru01,PG,29,OKC,10,343,20.5,.506,.287,.322,3.2,27.9,15.3,54.3,2.2,0.5,20.7,31.7,"",0.2,0.7,1.0,.133,"",2.5,3.5,6.0,0.7
405,Derrick White\whitede01,PG,23,SAS,4,21,8.7,.133,.000,2.000,9.8,21.6,15.4,11.8,2.4,4.1,0.0,7.7,"",0.0,0.0,0.0,.034,"",-5.4,4.9,-0.5,0.0
406,Okaro White\whiteok01,PF,25,MIA,6,80,9.1,.577,.688,.188,4.3,10.7,7.6,3.5,0.6,1.0,5.5,10.1,"",0.1,0.0,0.1,.090,"",-0.7,-0.8,-1.5,0.0
407,Isaiah Whitehead\whiteis01,PG,22,BRK,2,20,16.5,.313,.125,.000,0.0,10.6,5.0,34.7,9.0,7.4,20.0,19.9,"",-0.1,0.1,0.0,-0.004,"",-6.5,8.1,1.5,0.0
408,Hassan Whiteside\whiteha01,C,28,MIA,6,163,26.4,.592,.027,.297,12.6,35.4,24.4,4.4,2.1,4.8,11.6,25.5,"",0.3,0.4,0.7,.202,"",-1.7,1.3,-0.4,0.1
409,Andrew Wiggins\wiggian01,SF,22,MIN,11,388,15.3,.536,.295,.376,4.1,11.5,7.8,7.1,1.6,0.8,10.2,24.9,"",0.3,0.1,0.4,.053,"",0.6,-2.5,-1.8,0.0
410,Jacob Wiley\wileyja01,PF,23,BRK,3,27,8.4,.410,.500,.500,7.1,35.2,20.5,4.7,1.7,0.0,0.0,7.2,"",0.0,0.0,0.1,.090,"",-4.6,0.5,-4.1,0.0
411,Damien Wilkins\wilkida02,SF,38,IND,7,54,4.0,.333,.556,.000,4.1,8.2,6.1,11.4,0.9,0.0,18.2,8.8,"",0.0,0.0,0.0,-0.033,"",-3.6,-1.4,-4.9,0.0
412,Lou Williams\willilo02,SG,31,LAC,10,232,19.9,.576,.416,.310,1.9,7.9,4.9,24.1,1.1,0.4,12.9,27.3,"",0.6,0.1,0.7,.150,"",4.0,-3.6,0.5,0.1
413,Marvin Williams\willima02,PF,31,CHO,11,277,13.7,.590,.513,.184,3.4,13.7,8.6,5.4,1.6,0.9,5.7,13.6,"",0.5,0.3,0.8,.131,"",0.9,0.9,1.8,0.3
414,Troy Williams\willitr02,SF,23,HOU,2,7,-1.5,.269,.429,.143,16.1,32.2,24.2,0.0,0.0,0.0,0.0,46.4,"",-0.1,0.0,-0.1,-0.381,"",-18.2,-16.7,-34.9,-0.1
415,D.J. Wilson\wilsodj01,PF,21,MIL,3,14,6.5,.500,.250,.000,0.0,17.1,8.6,0.0,0.0,0.0,0.0,13.1,"",0.0,0.0,0.0,-0.014,"",-5.6,-6.6,-12.2,0.0
416,Justise Winslow\winslju01,SF,21,MIA,11,269,10.9,.494,.162,.122,4.7,18.7,11.9,10.4,1.6,0.9,11.4,14.4,"",0.1,0.3,0.4,.069,"",-2.6,1.6,-1.0,0.1
417,Jeff Withey\witheje01,C,27,DAL,5,23,7.2,.455,.667,.222,0.0,25.5,11.9,0.0,0.0,4.1,9.2,21.0,"",0.0,0.0,0.0,-0.062,"",-7.6,-5.2,-12.9,-0.1
418,Brandan Wright\wrighbr03,PF,30,MEM,11,166,21.1,.625,.000,.452,9.7,20.2,15.0,4.1,1.5,6.0,3.8,14.4,"",0.5,0.3,0.8,.239,"",-0.1,3.1,3.1,0.2
419,Delon Wright\wrighde01,PG,25,TOR,10,225,14.0,.600,.481,.463,2.6,12.2,7.4,17.8,1.9,1.5,20.7,15.9,"",0.3,0.2,0.6,.118,"",1.4,0.8,2.1,0.2
420,Guerschon Yabusele\yabusgu01,PF,22,BOS,5,17,27.1,.643,.500,.200,25.6,12.4,18.9,0.0,0.0,0.0,15.5,33.1,"",0.1,0.0,0.1,.214,"",3.2,-9.9,-6.7,0.0
421,Joe Young\youngjo01,PG,25,IND,7,43,11.3,.474,.333,.238,5.1,10.3,7.7,7.1,0.0,0.0,4.1,24.2,"",0.0,0.0,0.0,.014,"",-1.8,-5.7,-7.6,-0.1
422,Nick Young\youngni01,SG,32,GSW,11,135,13.7,.562,.830,.094,2.7,5.2,4.1,8.7,2.4,0.6,5.2,18.5,"",0.2,0.1,0.3,.114,"",3.1,-2.9,0.2,0.1
423,Thaddeus Young\youngth01,PF,29,IND,12,408,16.2,.573,.307,.067,6.2,13.0,9.6,6.1,2.2,1.1,7.8,17.7,"",0.7,0.3,1.0,.114,"",2.0,-0.2,1.7,0.4
424,Cody Zeller\zelleco01,PF,25,CHO,7,135,18.1,.550,.000,.500,15.6,23.6,19.7,2.4,0.7,5.6,14.4,20.1,"",0.2,0.2,0.4,.143,"",-3.1,1.0,-2.1,0.0
425,Tyler Zeller\zellety01,C,28,BRK,6,95,19.1,.605,.053,.395,7.1,12.2,9.5,3.6,0.9,3.1,8.2,20.4,"",0.2,0.1,0.2,.126,"",-1.4,-1.5,-2.9,0.0
426,Paul Zipser\zipsepa01,SF,23,CHI,8,175,2.9,.378,.346,.038,1.8,21.3,11.3,11.0,1.4,0.0,20.9,16.8,"",-0.5,0.2,-0.3,-0.076,"",-7.9,1.1,-6.8,-0.2
427,Ante Zizic\zizican01,C,21,CLE,5,21,16.0,.486,.000,1.000,16.5,21.6,19.0,0.0,0.0,12.2,12.2,17.0,"",0.0,0.0,0.0,.083,"",-6.4,-1.5,-7.9,0.0
428,Ivica Zubac\zubaciv01,C,20,LAL,1,2,-53.4,.000,.000,.000,55.3,0.0,26.4,0.0,0.0,0.0,33.3,63.1,"",-0.1,0.0,-0.1,-1.437,"",-43.2,-16.1,-59.3,0.0
